Abbreviation/Shorthand,Meaning,More Info
GnRHa,gonadotropin-releasing hormone agonist,
GOF,gain-of-function,
GPB,glycophorin B,
GPBB,glycogen phosphorylase BB isoenzyme,
GPC,gram positive coccus,
GPR,gram positive rods,
GPS,Genomic Prostate Score,
GRADE,"Grading of Recommendations, Assessment, Development, and Evaluations",
GRADE,"Grading of Recommendations Assessment, Development, and Evaluation",
GRB2,growth factor receptor-bound protein 2,
GRE,gradient recalled echo,
GRS,Gender Reassignment Surgery,
GS,general surgery,
GS,gram stain,
GSD,glycogen storage disease,
GSV,great saphenous vein,
GSW,gunshot wound,
GTC seizure,generalized tonic-clonic seizure,
GTT,drop(s),
GTT,glucose tolerance test,
GTV,gross tumor volume,
GU,genitourinary,
GVHD,graft versus host disease,
GWAS,genome-wide association study,
Gyn,gynecology,
H/H,hemoglobin/hematocrit,
h/o,history of,
H&H,hemoglobin and hematocrit,
H&P,history and physical,
H20,water,
H2O2,hydrogen peroxide,
HA,hyaluronic acid,
HA,headache,
HA,hearing aid,
HA,histamine,
HA-R,histamine receptor,
HAART,highly active antiretroviral therapy,
HAE,human airway epithelia,
HAGMA,High Anion Gap Metabolic Acidosis,
HAL,hexaminolevulinate,
HAM-D,Hamilton Depression Rating Scale,
HAP,hospital-acquired pneumonia,
HAPE,high altitude pulmonary edema,
HAT,"hypoxanthine, aminopterin, thymidine",
HAV,hepatitis A virus,
HAVB,high-grade atrioventricular block,
Hb,hemoglobin,
HBA,hepatobiliary agent,
HBeAg,hepatitis B e-antigen,
HBI,HARVEY-BRADSHAW INDEX,
HBO,hyperbaric oxygen,
HBsAg,Hepatitis B surface antigen,
HbSS,sickle cell,
HBV,hepatitis B virus,
HC,hydroxycarbamide,
HCAP,healthcare-associated pneumonia,
HCC,Hepatocellular Carcinoma ,
HCG,Human Chorionic Gonadotropin,
HCM,hypertrophic cardiomyopathy,
HCMV,human cytomegalovirus,
HCO3,bicarbonate,
HCoV-229E,human coronavirus 229E,
HCPCS,Healthcare Common Procedure Coding System,
HCQ,hydroxychloroquine,
Hct,hematocrit,
HCTZ,hydrochlorothiazide,
HCV,Hepatitis C virus,
HCVD,hypertensive cardiovascular disease,
HD,hemodynamically,
HD,hemodialysis,
HD,Hirschsprung's disease,
HD,hospital day,
HDC,histidine decarboxylase,
HDFN,hemolytic disease of the fetus and newborn,
HDL,high density lipoprotein,
HDLP,HDL particle concentration,
HDN,hemolytic disease of the newborn,
HE,hemagglutinin–acetylesterase,
HEART,"History, EKG, Age, Risk factors, initial Troponin",
HEENT,"head, eyes, ears, nose, throat",
HeFH,heterozygous familial hypercholesterolaemia,
HF,heart failure,
HFCC,high-frequency chest clearance,
HFCWO,high-frequency chest wall oscillation,
HFNC,High-Flow Nasal Cannula,
HFpEF,heart failure with preserved ejection fraction,
Hg,hemoglobin,
HGB,hemoglobin,
HH,hiatal hernia,
HHA,home health aide,
HHS,Hyperglycemic Hyperosmolar Syndrome,
HI,homicidal ideation,
HIDA,cholescintigraphy,
HIPAA,Health Insurance Portability and Accountability Act,
HIS,histidine,
HIV,human immunodeficiency virus,
HK,Horseshoe Kidney,
hK2,human kallikrein 2,
HL,hearing loss,
HLA,human leukocyte antibody,
HLA-B27,human leukocyte antigen B27,
HLD,Handicapping Labio-Lingual Deviation,
HLP,hyperlipidemia,
HM,Heller myotomy ,
HME,home medical equipment,
HMGB1,high mobility group box 1,
HNMT,histamine N-methyltransferase,
HNP,Herniated Nucleus Pulposus,
HNS,hypoglossal nerve stimulation,
HOMA,Homeostatic Model Assessment,
HOMA-IR,homeostatic model assessment of insulin resistance,
HP,Hypopharynx,
HPA,hypothalamic-pituitary-adrenal,
HPI,history of present illness,
HPS,Hantavirus pulmonary syndrome,
HPV,human papillomavirus,
HR,hazard ratio,
HR,hormone receptor,
HR,heart rate,
HRM,high-resolution manometry,
HRQL,health-related quality of life,
HRT,hormone replacement therapy,
HS,high-sensitivity,
HS,at bedtime,
HS,heparan sulfate,
HS-CRP,high sensitivity C-reactive protein,
HSCT,hematopoietic stem cell transplant,
HSP,Henoch-Schönlein purpura,
HSP,hereditary spastic paraplegia,
HSPG,Heparan Sulfate Proteoglycan,
HSROC,hierarchical summary receiver operating characteristic,
HSV,herpes simplex virus,
HTC,humidified trach collar,
HTG,hypertriglyceridemia,
HTN,Hypertension,
HU,hydroxyurea,
HUD,Humanitarian Use Device,
HUS,hemolytic-uremic syndrome,
HV,hypertensive vasculopathy,
Hx,history,
HZV,Herpes Zoster Virus,
i-TIMI,initial-thrombolysis in myocardial infarction,
I&D,incision and drainage,
I&D,irrigation and debridement,
I&O,intake and output,
IA,imidazole acetaldehyde,
IAA,Iliac Artery Aneurysm,
IAA,imidazole acetic acid,
IAAR,imidazole acetic acid riboside,
IABP,intra-aortic balloon pump,
IAC,Internal Auditory Canal,
IAD,incontinence-associated dermatitis,
IADL,instrumental activities of daily living,
IAH,Intra-abdominal Hypertension,
IAHA,intra-articular hyaluronic acid,
IAP,intra-abdominal pressure,
IBD,identity by descent,
IBD,inflammatory bowel disease,
IBM,inclusion body myositis,
IBS,irritable bowel syndrome,
IBS-C,constipation-predominant irritable bowel syndrome,
IBS-D,Irritable Bowel Syndrome with Diarrhea,
IBW,ideal body weight,
ICD,implantable cardioverter defibrillator,
ICH,intracranial hypertension,
ICH,intracranial hemorrhage,
ICL,interstrand crosslinks,
ICM,ischemic cardiomyopathy,
ICP,intracranial pressure,
ICP,Intracranial Pressure,
ICPP,idiopathic central precocious puberty,
ICR,insulin-to-carbohydrate ratio,
ICS,inhaled corticosteroids,
ICSI,intracytoplasmic sperm injection,
ICU,intensive care unit,
ID,infectious disease(s),
IDDM,insulin-dependent diabetes mellitus,
IDE,Investigational Device Exemption,
IDP,intrinsically disordered protein,
IDSA,Infectious Diseases Society of America,
IDU,intravenous drug use,
IED,intermittent explosive disorder,
IFA,immunofluorescent assay,
IFITM,interferon-induced transmembrane,
IFN,interferon,
IFU,Instructions For Use,
IFX,infliximab,
Ig,immunoglobulin,
IgA,Immunoglobulin A,
IGA,Investigator's Global Assessment,
IgD,immunoglobulin D,
IgE,immunoglobulin E,
IGF-1,insulin-like growth factor 1,
IGFBP3,insulin-like growth factor binding protein 3,
IgG,immunoglobulin G,
IgM,immunoglobulin M,
IGR-SRS,image-guided robotic stereotactic radiosurgery ,
IGR-SRS,image-guided robotic stereotactic radiosurgery,
IGRA,interferon-gamma release assay,
IGRT,image guided radiation therapy,
IH,idiopathic hypersomnia,
IH,Inguinal Hernia,
IHC,inner hair cell,
IHF,intrahepatic fat,
IHSS,Idiopathic Hypersomnia Severity Scale,
IIA,Internal Iliac Artery,
IIH,idiopathic intracranial hypertension,
IKDC,International Knee Documentation Committee,
IL-13,Interleukin 13,
IL-17,Interleukin-17,
IL-4,Interleukin 4,
IL-4Ra,interleukin 4 receptor,
IL-5,Interleukin 5,
ILD,interstitial lung disease,
ILK,intralesional Kenalog,
ILR,implantable loop recorder,
IM,intramuscular,
IMA,ischemia-modified albumin,
IMA,inferior mesenteric artery,
IMA,Internal Mammary Artery,
IMH,Intramural Haematoma,
IMM,immunomodulator,
IMPT,Intensity-Modulated Proton Beam Therapy,
IMRT,intensity-modulated radiation therapy,
IMS,Intra‐Metatarsal Space,
IN,intranasal,
indel,insertion-deletion,
InflAAA,Inflammatory Abdominal Aortic Aneurysm,
INH,Isoniazid,
iNKT,invariant natural killer T,
INPH,idiopathic normal pressure hydrocephalus,
INR,international normalized ratio,
IOC,Intraoperative Cholangiogram,
IOL,Intraocular Lens,
IOM,intraoperative monitoring,
IONM,Intraoperative Neurophysiological Monitoring,
IOP,Intensive Outpatient Program,
IOP,intraocular pressure,
IP,interphalangeal,
IPA,isopropyl alcohol,
IPAH,idiopathic pulmonary arterial hypertension,
IPC,inner pillar cell,
IPC,intermittent pneumatic compression,
IPF,idiopathic pulmonary fibrosis,
IPG,implanted pulse generator,
IPJ,Intra‐Phalangeal Joint,
iPSA,intact prostate specific antigen,
IPSET-Thrombosis,International Prognostic Score of Thrombosis for ET,
IR,internal rotation,
IR,interventional radiology,
IR,implantation rate,
IRB,institutional review board,
IRMA,immunoradiometric assay,
IRP,Integrated Relaxation Pressure,
IS,insulin sensitivity,
IS,infarct size,
ISF,Insulin Sensitivity Factor,
ISG,interferon-stimulated gene,
ISIB,intrasphincteric injection of Botox,
ISR,in-stent restenosis,
ISS,idiopathic short stature,
ISS,Interspinous Spacer,
ISSNHL,idiopathic sudden sensorineural hearing loss,
IT,time from symptom onset to coronary intervention,
IT,intratympanic,
ITI,Inner to Inner,
ITP,immune thrombocytopenic purpura,
ITR,Inferior Turbinate Reduction,
ITT,Intent-to-Treat,
ITU,intensive therapy unit,
IU,international units,
IUD,intrauterine device,
IUGR,intrauterine growth restriction,
IUP,intrauterine pregnancy,
IUPC,intrauterine pressure catheter,
IV,intravenous,
IVC,inferior vena cava,
IVD,intervertebral disc,
IVDA,Intravenous Drug Abuse,
IVDU,intravenous drug use,
IVF,intravenous fluids,
IVF,In Vitro Fertilization,
IVIG,intravenous immunoglobulin,
IVUS,intravascular ultrasound,
JAK,janus kinase,
JAK-STAT,"janus kinase, signal transducer and activator of transcription protein",
JAKi,JAK inhibitor,
JIA,juvenile idiopathic arthritis,
JNA,Juvenile nasopharyngeal angiofibroma,
JP,Jackson Pratt,
JRA,juvenile rheumatoid arthritis,
JRAAA,Juxtarenal Abdominal Aortic Aneurysm,
K,potassium,
KAX,"ketamine, acepromazine, and xylazine",
KCH,King’s College Hospital,
KCL,potassium chloride,
KUB,"kidney, ureter, bladder (x-ray)",
L,left,
L&D,labor and delivery,
LA,left atrium,
LA,leukoaraiosis,
LAA ,left atrial appendage,
LAAC,left atrial appendage closure,
LAAEV,left atrium appendage emptying velocity,
LAAO,left atrial appendage occlusion,
LAAT,left atrial appendage thrombus,
LABA,long-acting b2-agonist,
LABD,linear IgA bullous dermatosis ,
LAD,linear IgA dermatosis,
LAD,left anterior descending artery,
LAD,lymphadenopathy,
LAER,late auditory evoked response,
LAFB,left anterior fascicular block,
LAHB,left anterior hemiblock,
LAT,large neutral amino acid transporter,
LAVH,Laparoscopic Assisted Vaginal Hysterectomy,
LAVI,left atrium volume index,
LBBB,left bundle branch block,
LBN,latanoprostene bunod,
LBO,large bowel obstruction,
LBP,lower back pain,
LC,local control,
LCIS,lobular carcinoma in situ,
LCSW,licensed clinical social worker,
LCX,left circumflex (coronary artery),
LD,lumbar drain,
LDCT,low-dose computed tomography,
LDH,lumbar disc herniation,
LDH,lactic acid dehydrogenase,
LDL,low density lipoprotein,
LDL-C,ow-density lipoprotein cholesterol,
LDLR,low-density lipoprotein receptor,
LDLT,living donor liver transplantation,
LDS,Loeyse-Dietz syndrome,
LE,leukocyte esterase,
LE,lower extremity,
LE,lupus erythematosus,
LECVD,Lower Extremity Chronic Venous Disease,
LEF,leflunomide,
LELE,Leading Edge to Leading Edge,
LEMG,laryngeal electromyography,
LES,lower esophageal sphincter,
LF,local failure,
LFA-1,lymphocyte function-associated antigen-1,
LFC,lateral femoral condyle,
LFT,liver function test,
LH,Laparoscopic Hysterectomy,
LH,luteinizing hormone,
LHM,laparoscopic Heller myotomy ,
LHRH,luteinizing hormone-releasing hormone,
Li-RADS,Liver Imaging Reporting and Data System,
LIMA,left internal mammary artery,
LITT,Laser Interstitial Thermal Therapy,
LLE,left lower extremity,
LLL,low level laser,
LLL,left lower lobe,
LLQ,left lower quadrant,
LM,left main coronary artery,
LM,laparoscopic myomectomy,
LMCA,left main coronary artery stenosis,
LMP,last menstrual period,
LMT,left main trunk,
LMWH,Low Molecular Weight Heparin,
LN,lymph node,
LND,lymph node dissection,
LNF,laparoscopic Nissen fundoplication,
LOC,level of care,
LOC,level of consciousness,
LOC,loss of consciousness,
LOCADTR,Level of care for alcohol and drug treatment referral,
LOF,loss-of-function,
LOLA,L-ornithine L-aspartate,
LOMN,letter of medical necessity,
LOS,length of stay,
LP,lumbar puncture,
LPR,Laryngopharyngeal Reflux,
LQTS,long QT syndrome,
LR,likelihood ratio,
LSD,lysergic acid diethylamide,
LSPAF,long-standing persistent atrial fibrillation,
LSV,Long Saphenous Vein,
LT,liver transplantation,
LTBI,latent tuberculosis infection,
LUE,left upper extremity,
LUL,left upper lobe,
LUQ,left upper quadrant,
LUTS,lower urinary tract symptoms,
LV,lentivirus,
LV,left ventricle,
LV,limb volume,
LVAD,left ventricular assist device,
LVEDP,left ventricular end-diastolic pressure,
LVEF,left ventricle ejection fraction,
LVH,left ventricular hypertrophy,
LVO,Large Vessel Occlusion,
LVO,Left Ventricular Opacification,
M/H,medical history,
M/R/G,"murmurs, rubs, gallops",
MAA,Mycotic Aortic Aneurysm,
mAbs,monoclonal antibodies,
MAC,Mycobacterium avium complex,
MAC,monitored anesthesia care,
MACE,major adverse cardiac events,
MACI,matrix autologous chondrocyte implant ,
MAF,mitral annular flutter,
MAG,myelin-associated glycoprotein,
MAI,Mycobacterium avium-intracellulare infection,
MALT,mucosa-associated lymphoid tissue,
MAO-B,monoamine oxidase B,
MAP,mean arterial pressure,
MAPK,mitogen-activated protein kinase,
MARS,molecular absorbents recirculation system,
MASCC,Multinational Association for Supportive Care,
Mb,myoglobin,
MB,microbleed,
MCA,middle cerebral artery,
MCB,monochlorobimane,
MCH,mean corpuscular hemoglobin,
MCHC,mean corpuscular hemoglobin concentration,
MCII,minimum clinically important improvement,
MCL,medial collateral ligament,
MCM,major congenital malformation,
MCTD,mixed connective tissue disease,
MCTD,Mixed Connective Tissue Disease,
MCV,mean corpuscular volume,
MD,muscular dystrophy,
MDD,major depressive disorder,
MDF,Maddrey discriminant function,
MDI,metered dose inhaler,
MDR,multidrug-resistant,
MDS,myelodysplastic syndrome,
MECC,Minimal Extracorporeal Circulation,
MELAS,"mitochondrial encephalopathy, lactic acidosis, and stroke-like episodes",
MELD,Model for End Stage Liver Disease,
MELS,modular extracorporeal liver support system,
MEP,motor evoked potential,
MERRF,myoclonic epilepsy with ragged red fibers,
MERS,Middle East Respiratory Syndrome,
MERS-CoV,Middle East Respiratory Syndrome Coronavirus,
MET,motivational enhancement therapy,
MET,Metabolic Equivalent,
MFC,medial femoral condyle,
MFS,metastasis-free survival,
Mg,magnesium,
MG,myasthenia gravis,
MGMT,O[6]-methylguanine-DNA methyltransferase,
MgSO₄,Magnesium sulfate,
MHOP,mental health outpatient services,
MHV,mouse hepatitis virus,
MHV,Murine Hepatitis Virus,
MI,myocardial infarction,
MIP,molecular inversion probe,
ML,Microlaryngoscopy,
mLAP,mean left atrial pressure,
MLD,manual lymphatic drainage,
MM,multiple myeloma,
MMLV,Moloney murine leukemia virus,
MMLV-RT,Moloney murine leukemia virus reverse transcriptase,
MMN,multi-focal motor neuropathy,
MMSE,mini-mental state examination,
MMTP,Methadone Maintenance Treatment Program,
MN,midnight,
MO,morbid obesity,
MOA,mechanism of action,
MODQ,Modified Oswestry Disability Questionnaire,
MOG,myelin oligodendrocyte glycoprotein,
MOH,medication overuse headache,
MOI,multiplicity of infection,
MOM,milk of magnesia,
MOSF,multiple organ system failure,
mPCR,multiplex polymerase chain reaction,
MPFL,Medial patellofemoral ligament,
MPH,methylphenidate,
MPJ,Metatarsal Phalangeal Joint,
MPL,Medial Patella Luxation,
MPN,myeloproliferative neoplasm,
MPNST,malignant peripheral nerve sheath tumor,
Mpro,main protease,
MR,mental retardation,
MR,mitral regurgitation,
MR-proADM,mid-regional pro-adrenomedullin,
MR-SWI,magnetic resonance-susceptibility weighted imaging,
MRA,magnetic resonance angiography,
MRA,mandibular repositioning appliance,
MRC,mitochondrial respiratory chain,
MRCP,Magnetic Resonance Cholangiopancreatogram,
MRCP,mental retardation with cerebral palsy,
MRD,margin to reflex distance,
MRI,magnetic resonance imaging,
MRM,Modified Radical Mastectomy,
mRNA,messenger RNA,
MRSA,methicillin-resistant Staphylococcus aureus,
MRV,magnetic resonance venogram,
MS,mental status,
MS,mitral stenosis,
MS,morphine sulphate,
MS,multiple sclerosis,
MS,musculoskeletal,
MSA,magnetic sphincter augmentation,
MSA,multiple system atrophy,
MSAFP,Maternal Serum Alpha-Fetoprotein,
MSC,mesenchymal stem cell,
MSI,microsatellite instability,
MSKCC,Memorial Sloan-Kettering Cancer Center,
MSLT,Multiple Sleep Latency Test,
MSSA,methicillin-sensitive Staphylococcus aureus,
MTF,male-to-female,
MTHFR,methylenetetrahydrofolate reductase,
MTP,metatarsophalangeal,
MTX,methotrexate,
MUA,manipulation under anesthesia,
Multi-D,multi-disciplinary,
MuSK,Muscle-Specific Kinase,
MV,mechanical ventilation,
MVA,motor vehicle accident,
MVC,maximal voluntary contraction,
MVD,multi-vessel disease,
MVO,microvascular obstruction,
MVP,mitral valve prolapse,
MVR,Mitral Valve Replacement,
MVS,mitral valve surgery,
MVV,Mitral Valve Valvuloplasty,
MWS,Mowat-Wilson syndrome,
